,location,total_sqft,bath,price,bhk
3858,Kundalahalli,1010.0,2.0,49.27,2
3859,Kundalahalli,1397.0,3.0,110.0,3
3860,Kundalahalli,1397.0,3.0,104.0,3
3861,Kundalahalli,1397.0,3.0,108.0,3
3862,Kundalahalli,1920.0,3.0,150.0,3
3863,Kundalahalli,1397.0,3.0,105.0,3
3864,Kundalahalli,1724.0,3.0,124.0,3
3865,Kundalahalli,1047.0,2.0,84.0,2
3866,Kundalahalli,1047.0,2.0,83.0,2
3867,Kundalahalli,7000.0,4.0,550.0,4
3868,Kundalahalli,1120.0,2.0,53.76,2
3869,Kundalahalli,1047.0,2.0,82.62,2
3870,Kundalahalli,1047.0,2.0,91.0,2
3871,Kundalahalli,1724.0,3.0,146.0,3
3872,Kundalahalli,1600.0,3.0,170.0,3
3873,Kundalahalli,1724.0,3.0,125.0,3
3874,Kundalahalli,1010.0,2.0,48.27,2
3875,Kundalahalli,1047.0,2.0,89.0,2
3876,Kundalahalli,2500.0,5.0,245.0,4
3877,Kundalahalli,1397.0,3.0,105.0,3
3878,Kundalahalli,1047.0,2.0,72.0,2
3879,Kundalahalli,1260.0,2.0,58.0,2
3880,Kundalahalli,3092.0,4.0,230.0,4
3881,Kundalahalli,1065.0,2.0,70.0,2
3882,Kundalahalli,1724.0,3.0,146.0,3
3883,Kundalahalli,1047.0,2.0,91.0,2
3884,Kundalahalli,1724.0,3.0,128.0,3
3885,Kundalahalli,1315.0,2.0,74.0,2
3886,Kundalahalli,2100.0,3.0,150.0,3
3887,Kundalahalli,1724.0,3.0,125.0,3
3888,Kundalahalli,1724.0,3.0,140.0,3
3889,Kundalahalli,1175.0,2.0,65.0,2
3890,LB Shastri Nagar,1043.0,2.0,55.0,2
3891,LB Shastri Nagar,1184.0,2.0,69.0,2
3892,LB Shastri Nagar,665.0,1.0,32.0,1
3893,LB Shastri Nagar,1250.0,2.0,48.5,2
3894,LB Shastri Nagar,1400.0,2.0,80.0,3
3895,LB Shastri Nagar,1184.0,2.0,62.0,2
3896,LB Shastri Nagar,1200.0,2.0,47.0,2
3897,LB Shastri Nagar,1200.0,2.0,75.0,2
3898,LB Shastri Nagar,1000.0,2.0,49.5,2
3899,Laggere,2800.0,5.0,125.0,5
3900,Laggere,1200.0,3.0,130.0,3
3901,Laggere,1200.0,1.0,125.0,1
3902,Laggere,1200.0,2.0,75.0,2
3903,Laggere,620.0,2.0,48.0,1
3904,Lakshminarayana Pura,1185.0,2.0,75.0,2
3905,Lakshminarayana Pura,1600.0,2.0,108.0,3
3906,Lakshminarayana Pura,1180.0,2.0,75.0,2
3907,Lakshminarayana Pura,1172.0,2.0,82.0,2
3908,Lakshminarayana Pura,1179.0,2.0,75.0,2
3909,Lakshminarayana Pura,1149.0,2.0,75.0,2
3910,Lakshminarayana Pura,1336.0,2.0,100.0,2
3911,Lakshminarayana Pura,1175.0,2.0,75.0,2
3912,Lakshminarayana Pura,1190.0,2.0,75.0,2
3913,Lakshminarayana Pura,1200.0,2.0,75.0,2
3914,Lakshminarayana Pura,1200.0,2.0,75.0,2
3915,Lakshminarayana Pura,1165.0,2.0,75.0,2
3916,Lakshminarayana Pura,1145.0,2.0,75.0,2
3917,Lakshminarayana Pura,1500.0,3.0,104.0,3
3918,Lakshminarayana Pura,1210.0,2.0,75.0,2
3919,Lakshminarayana Pura,1169.0,2.0,75.0,2
3920,Lakshminarayana Pura,1200.0,2.0,75.0,2
3921,Lakshminarayana Pura,1172.0,2.0,75.0,2
3922,Lakshminarayana Pura,1172.0,2.0,75.0,2
3923,Lakshminarayana Pura,1180.0,2.0,75.0,2
3924,Lakshminarayana Pura,1200.0,2.0,83.0,2
3925,Lakshminarayana Pura,1200.0,2.0,80.0,2
3926,Lakshminarayana Pura,1195.0,2.0,75.0,2
3927,Lakshminarayana Pura,1200.0,2.0,80.0,2
3928,Lingadheeranahalli,1521.0,3.0,95.0,3
3929,Lingadheeranahalli,1511.0,3.0,95.0,3
3930,Lingadheeranahalli,1683.0,3.0,109.0,3
3931,Lingadheeranahalli,1519.0,3.0,93.0,3
3932,Lingadheeranahalli,1521.0,3.0,94.99,3
3933,Lingadheeranahalli,1682.0,3.0,120.0,3
3934,Lingadheeranahalli,1521.0,3.0,94.71,3
3935,Lingadheeranahalli,1893.0,3.0,130.0,3
3936,Lingadheeranahalli,1705.0,3.0,110.0,3
3937,Lingadheeranahalli,2245.0,4.0,154.0,4
3938,Lingadheeranahalli,1682.0,3.0,113.0,3
3939,Lingadheeranahalli,1682.0,3.0,114.0,3
3940,Lingadheeranahalli,1506.0,3.0,95.0,3
3941,Lingadheeranahalli,1683.0,3.0,110.0,3
3942,Lingadheeranahalli,1684.0,3.0,120.0,3
3943,Lingadheeranahalli,2236.0,4.0,153.0,4
3944,Lingadheeranahalli,1894.0,4.0,114.0,3
3945,Lingadheeranahalli,2240.0,4.0,160.0,4
3946,Magadi Road,3600.0,6.0,141.0,6
3947,Magadi Road,1116.0,2.0,50.0,2
3948,Magadi Road,884.0,2.0,41.1,2
3949,Magadi Road,1005.0,2.0,55.78,2
3950,Magadi Road,1000.0,2.0,46.5,2
3951,Magadi Road,1500.0,2.0,93.0,4
3952,Magadi Road,1345.0,2.0,55.0,2
3953,Magadi Road,5000.0,6.0,360.0,5
3954,Magadi Road,1116.0,2.0,51.89,2
3955,Magadi Road,1052.0,2.0,60.0,3
3956,Magadi Road,940.0,2.0,50.0,2
3957,Magadi Road,1318.0,2.0,68.0,3
3958,Magadi Road,884.0,2.0,48.0,2
3959,Mahadevpura,1150.0,2.0,52.0,2
3960,Mahadevpura,1250.0,2.0,52.0,2
3961,Mahadevpura,1260.0,2.0,57.6,2
3962,Mahadevpura,730.0,1.0,35.0,1
3963,Mahadevpura,1434.0,2.0,67.39,3
3964,Mahadevpura,1146.0,2.0,53.8,2
3965,Mahadevpura,1532.0,2.0,62.0,2
3966,Mahadevpura,1620.0,2.0,76.0,3
3967,Mahadevpura,1136.0,2.0,64.5,2
3968,Mahadevpura,1400.0,2.0,65.8,3
3969,Mahadevpura,1137.0,2.0,53.4,2
3970,Mahadevpura,1601.0,3.0,95.0,3
3971,Mahadevpura,1450.0,3.0,75.0,3
3972,Mahadevpura,1152.0,2.0,54.0,2
3973,Mahadevpura,1212.0,2.0,56.9,2
3974,Mahadevpura,1505.0,3.0,78.0,3
3975,Mahadevpura,1500.0,2.0,70.0,3
3976,Mahadevpura,1236.0,2.0,58.0,2
3977,Mahadevpura,1236.0,2.0,58.0,2
3978,Mahadevpura,1120.0,2.0,53.0,2
3979,Mahalakshmi Layout,1575.0,5.0,158.0,4
3980,Mahalakshmi Layout,1105.0,2.0,80.0,2
3981,Mahalakshmi Layout,1200.0,3.0,160.0,4
3982,Mahalakshmi Layout,1200.0,2.0,110.0,3
3983,Mahalakshmi Layout,1876.0,3.0,150.0,3
3984,Mallasandra,1665.0,3.0,95.0,3
3985,Mallasandra,1665.0,3.0,86.58,3
3986,Mallasandra,1340.0,2.0,61.0,2
3987,Mallasandra,1325.0,2.0,70.0,2
3988,Mallasandra,1665.0,3.0,86.91,3
3989,Mallasandra,1325.0,2.0,70.0,2
3990,Mallasandra,905.0,2.0,40.0,2
3991,Mallasandra,1325.0,2.0,65.0,2
3992,Mallasandra,1325.0,2.0,73.0,2
3993,Mallasandra,1565.0,2.0,69.0,2
3994,Mallasandra,905.0,2.0,35.0,2
3995,Mallasandra,1100.0,2.0,76.3,3
3996,Malleshpalya,1140.0,2.0,46.5,2
3997,Malleshpalya,1225.0,2.0,46.86,2
3998,Malleshpalya,1052.0,2.0,50.0,2
3999,Malleshpalya,1405.0,2.0,77.0,3
4000,Malleshpalya,1065.0,2.0,50.0,2
4001,Malleshpalya,1210.0,2.0,55.0,2
4002,Malleshpalya,1060.0,2.0,40.0,2
4003,Malleshpalya,1430.0,2.0,69.5,3
4004,Malleshpalya,1421.0,2.0,90.0,2
4005,Malleshpalya,1245.0,2.0,55.0,2
4006,Malleshpalya,1200.0,2.0,46.0,2
4007,Malleshpalya,1225.0,2.0,52.0,2
4008,Malleshwaram,705.0,1.0,67.0,1
4009,Malleshwaram,12000.0,7.0,2200.0,7
4010,Malleshwaram,2500.0,5.0,325.0,4
4011,Malleshwaram,2006.0,3.0,297.0,3
4012,Malleshwaram,686.0,1.0,62.5,1
4013,Malleshwaram,2475.0,4.0,332.0,3
4014,Malleshwaram,2610.0,3.0,399.0,3
4015,Malleshwaram,2475.0,4.0,320.0,3
4016,Malleshwaram,900.0,2.0,95.0,2
4017,Malleshwaram,1420.0,2.0,158.0,2
4018,Malleshwaram,2000.0,3.0,250.0,3
4019,Malleshwaram,2215.0,3.0,275.0,3
4020,Malleshwaram,2475.0,4.0,300.0,3
4021,Malleshwaram,2345.0,2.0,293.0,3
4022,Malleshwaram,2215.0,4.0,310.0,3
4023,Malleshwaram,480.0,1.0,60.0,1
4024,Malleshwaram,1290.0,2.0,120.0,2
4025,Malleshwaram,2475.0,4.0,326.0,3
4026,Malleshwaram,2476.0,3.0,337.0,3
4027,Malleshwaram,900.0,2.0,90.0,2
4028,Malleshwaram,2050.0,4.0,270.0,3
4029,Malleshwaram,900.0,2.0,72.0,2
4030,Malleshwaram,620.0,1.0,86.8,1
4031,Malleshwaram,600.0,1.0,68.0,2
4032,Malleshwaram,2475.0,4.0,337.0,3
4033,Malleshwaram,2215.0,3.0,275.0,3
4034,Malleshwaram,2215.0,3.0,330.0,3
4035,Malleshwaram,1020.0,2.0,80.0,2
4036,Malleshwaram,600.0,1.0,90.0,2
4037,Malleshwaram,2200.0,3.0,275.0,3
4038,Malleshwaram,2475.0,4.0,326.0,3
4039,Malleshwaram,1500.0,2.0,140.0,2
4040,Malleshwaram,2475.0,4.0,340.0,3
4041,Malleshwaram,1400.0,2.0,190.0,2
4042,Malleshwaram,2475.0,4.0,300.0,3
4043,Malleshwaram,2400.0,3.0,380.0,3
4044,Malleshwaram,580.0,1.0,45.0,1
4045,Malleshwaram,1410.0,2.0,125.0,2
4046,Marathahalli,1220.0,2.0,57.0,2
4047,Marathahalli,1200.0,2.0,52.0,2
4048,Marathahalli,1200.0,2.0,60.0,2
4049,Marathahalli,1933.0,3.0,140.0,3
4050,Marathahalli,950.0,2.0,46.96,2
4051,Marathahalli,1230.0,2.0,80.0,2
4052,Marathahalli,3800.0,4.0,250.0,4
4053,Marathahalli,1019.0,2.0,49.85,2
4054,Marathahalli,1215.0,2.0,67.0,2
4055,Marathahalli,2181.0,3.0,152.0,4
4056,Marathahalli,1170.0,2.0,53.0,2
4057,Marathahalli,1019.0,2.0,49.86,2
4058,Marathahalli,1325.0,2.0,71.55,2
4059,Marathahalli,1220.0,2.0,56.5,2
4060,Marathahalli,1152.0,2.0,56.0,2
4061,Marathahalli,1610.0,3.0,90.0,3
4062,Marathahalli,1146.0,2.0,70.0,2
4063,Marathahalli,1469.0,3.0,89.0,3
4064,Marathahalli,2519.0,5.0,185.0,4
4065,Marathahalli,957.0,2.0,46.9,2
4066,Marathahalli,1583.0,3.0,105.0,3
4067,Marathahalli,2524.0,5.0,190.0,4
4068,Marathahalli,1071.0,2.0,52.25,2
4069,Marathahalli,1215.0,2.0,58.86,2
4070,Marathahalli,1102.0,2.0,53.67,2
4071,Marathahalli,1900.0,3.0,123.0,3
4072,Marathahalli,1045.0,2.0,60.0,2
4073,Marathahalli,1215.0,2.0,58.86,2
4074,Marathahalli,1365.0,2.0,73.0,2
4075,Marathahalli,1208.0,2.0,70.0,2
4076,Marathahalli,1325.0,1.0,92.0,2
4077,Marathahalli,1525.0,3.0,90.0,3
4078,Marathahalli,1937.0,3.0,140.0,3
4079,Marathahalli,1550.0,3.0,83.0,3
4080,Marathahalli,1350.0,2.0,86.0,2
4081,Marathahalli,957.0,2.0,47.0,2
4082,Marathahalli,1230.0,2.0,57.0,2
4083,Marathahalli,1200.0,2.0,58.0,2
4084,Marathahalli,607.0,1.0,35.0,1
4085,Marathahalli,1583.0,3.0,109.0,3
4086,Marathahalli,1075.0,2.0,52.43,2
4087,Marathahalli,1360.0,2.0,103.0,2
4088,Marathahalli,1220.0,2.0,58.5,2
4089,Marathahalli,950.0,2.0,45.68,2
4090,Marathahalli,615.0,1.0,44.0,1
4091,Marathahalli,1595.0,3.0,90.0,3
4092,Marathahalli,1350.0,2.0,89.0,2
4093,Marathahalli,1020.0,2.0,57.0,2
4094,Marathahalli,1600.0,3.0,88.0,2
4095,Marathahalli,780.0,1.0,55.0,1
4096,Marathahalli,1710.0,3.0,100.0,3
4097,Marathahalli,1358.0,2.0,81.0,2
4098,Marathahalli,1205.0,2.0,75.0,2
4099,Marathahalli,1730.0,3.0,110.0,3
4100,Marathahalli,1583.0,3.0,115.0,3
4101,Marathahalli,1200.0,2.0,67.0,2
4102,Marathahalli,1095.0,2.0,60.0,2
4103,Marathahalli,1060.0,2.0,48.0,2
4104,Marathahalli,1050.0,2.0,65.0,2
4105,Marathahalli,1102.0,2.0,53.67,2
4106,Marathahalli,1026.0,2.0,49.95,2
4107,Marathahalli,1220.0,2.0,59.0,2
4108,Marathahalli,881.0,2.0,48.06,2
4109,Marathahalli,1710.0,3.0,100.0,3
4110,Marathahalli,1680.0,3.0,105.0,3
4111,Marathahalli,1910.0,3.0,119.0,3
4112,Marathahalli,1602.0,2.0,104.0,2
4113,Marathahalli,700.0,1.0,38.0,1
4114,Marathahalli,1469.0,3.0,89.0,3
4115,Marathahalli,1690.0,3.0,116.0,3
4116,Marathahalli,1065.0,2.0,55.0,2
4117,Marathahalli,1693.0,3.0,125.0,3
4118,Marathahalli,1693.0,3.0,125.0,3
4119,Marathahalli,1196.0,2.0,57.9,2
4120,Marathahalli,1595.0,3.0,88.0,3
4121,Marathahalli,2122.0,3.0,125.0,3
4122,Marathahalli,1730.0,3.0,115.0,3
4123,Marathahalli,1125.0,2.0,55.0,2
4124,Marathahalli,1950.0,3.0,115.0,3
4125,Marathahalli,1250.0,2.0,68.0,2
4126,Marathahalli,1125.0,2.0,56.8,2
4127,Marathahalli,1350.0,2.0,90.0,2
4128,Marathahalli,1200.0,2.0,53.0,2
4129,Marathahalli,2500.0,5.0,175.0,4
4130,Marathahalli,957.0,2.0,47.0,2
4131,Marathahalli,1350.0,2.0,60.0,2
4132,Marathahalli,3400.0,4.0,235.0,4
4133,Marathahalli,1350.0,2.0,99.0,2
4134,Marathahalli,1285.0,2.0,55.0,2
4135,Marathahalli,2500.0,5.0,181.0,4
4136,Marathahalli,3800.0,4.0,235.0,4
4137,Marathahalli,3951.0,4.0,230.0,4
4138,Marathahalli,1125.0,2.0,54.8,2
4139,Marathahalli,1700.0,3.0,126.0,3
4140,Marathahalli,1270.0,2.0,73.0,2
4141,Marathahalli,950.0,2.0,46.7,2
4142,Marathahalli,1550.0,3.0,85.0,3
4143,Marathahalli,1019.0,2.0,49.86,2
4144,Marathahalli,1144.0,2.0,65.0,2
4145,Marathahalli,1240.0,2.0,55.0,2
4146,Marathahalli,1100.0,2.0,75.0,1
4147,Marathahalli,1156.0,2.0,52.0,2
4148,Marathahalli,2524.0,5.0,180.0,4
4149,Marathahalli,1135.0,2.0,60.0,2
4150,Marathahalli,1839.0,3.0,130.0,3
4151,Marathahalli,1170.0,2.0,85.0,2
4152,Marathahalli,1102.0,2.0,53.67,2
4153,Marathahalli,1108.0,2.0,60.0,3
4154,Marathahalli,1449.0,3.0,110.0,3
4155,Marathahalli,1360.0,2.0,101.0,2
4156,Marathahalli,1026.0,2.0,50.18,2
4157,Marathahalli,1270.0,2.0,80.0,2
4158,Marathahalli,1100.0,2.0,50.0,2
4159,Marathahalli,1196.0,2.0,57.95,2
4160,Marathahalli,1485.0,2.0,90.0,3
4161,Marathahalli,1146.0,2.0,69.0,2
4162,Margondanahalli,1090.0,2.0,58.0,2
4163,Margondanahalli,1200.0,2.0,58.5,2
4164,Margondanahalli,1200.0,2.0,67.0,2
4165,Margondanahalli,1000.0,2.0,57.0,2
4166,Margondanahalli,600.0,2.0,35.0,2
4167,Margondanahalli,1200.0,2.0,69.0,2
4168,Margondanahalli,900.0,2.0,49.0,2
4169,Margondanahalli,1140.0,2.0,60.0,2
4170,Margondanahalli,1100.0,2.0,55.0,2
4171,Margondanahalli,1152.0,1.0,66.0,2
4172,Margondanahalli,1200.0,2.0,65.0,2
4173,Margondanahalli,1050.0,2.0,58.0,2
4174,Margondanahalli,1160.0,2.0,65.0,2
4175,Margondanahalli,1334.0,2.0,67.76,2
4176,Marsur,1800.0,4.0,145.0,4
4177,Marsur,1200.0,3.0,90.0,3
4178,Marsur,1200.0,3.0,120.0,3
4179,Mico Layout,5000.0,9.0,210.0,9
4180,Mico Layout,1550.0,2.0,65.0,3
4181,Mico Layout,1125.0,2.0,40.0,2
4182,Mico Layout,1190.0,2.0,39.25,2
4183,Mico Layout,800.0,1.0,29.5,1
4184,Mico Layout,1250.0,2.0,44.0,3
4185,Mico Layout,1171.0,2.0,39.0,2
4186,Mico Layout,1200.0,2.0,53.5,2
4187,Mico Layout,1670.0,3.0,59.0,3
4188,Mico Layout,1140.0,2.0,43.0,2
4189,Munnekollal,1170.0,2.0,52.0,2
4190,Munnekollal,1102.0,2.0,53.67,2
4191,Munnekollal,1390.0,3.0,68.0,3
4192,Munnekollal,1200.0,2.0,49.5,2
4193,Munnekollal,950.0,2.0,46.5,2
4194,Munnekollal,1560.0,3.0,75.0,3
4195,Munnekollal,1750.0,3.0,86.5,3
4196,Munnekollal,1385.0,2.0,66.5,3
4197,Munnekollal,1080.0,2.0,45.0,2
4198,Munnekollal,1170.0,2.0,59.0,2
4199,Munnekollal,1200.0,2.0,57.9,3
4200,Munnekollal,1030.0,2.0,50.36,2
4201,Murugeshpalya,1296.0,2.0,81.0,2
4202,Murugeshpalya,1550.0,3.0,74.0,3
4203,Murugeshpalya,1845.0,3.0,91.0,3
4204,Murugeshpalya,1185.0,2.0,85.0,2
4205,Murugeshpalya,1225.0,2.0,48.0,2
4206,Murugeshpalya,1930.0,3.0,75.0,3
4207,Murugeshpalya,1600.0,2.0,65.0,3
4208,Murugeshpalya,1344.0,2.0,56.0,3
4209,Murugeshpalya,1500.0,2.0,70.0,3
4210,Murugeshpalya,1855.0,3.0,96.0,3
4211,Murugeshpalya,1175.0,2.0,75.0,2
4212,Mysore Road,1175.0,2.0,73.5,2
4213,Mysore Road,1710.0,4.0,91.31,3
4214,Mysore Road,1020.0,2.0,48.95,2
4215,Mysore Road,1175.0,2.0,73.5,2
4216,Mysore Road,1070.0,2.0,45.0,2
4217,Mysore Road,1239.0,2.0,53.0,2
4218,Mysore Road,1060.0,2.0,62.0,2
4219,Mysore Road,980.0,2.0,45.47,2
4220,Mysore Road,883.0,2.0,40.0,2
4221,Mysore Road,1525.0,3.0,96.0,3
4222,Mysore Road,1200.0,2.0,65.0,2
4223,Mysore Road,883.0,2.0,40.95,2
4224,Mysore Road,1070.0,2.0,49.65,2
4225,Mysore Road,883.0,2.0,50.0,2
4226,Mysore Road,1155.0,2.0,51.0,2
4227,Mysore Road,1003.0,2.0,43.0,2
4228,Mysore Road,1237.0,2.0,73.0,2
4229,Mysore Road,883.0,2.0,45.0,2
4230,Mysore Road,1170.0,2.0,65.0,2
4231,Mysore Road,1029.5,2.0,50.855,2
4232,Mysore Road,940.0,2.0,43.61,2
4233,Mysore Road,1020.0,2.0,48.95,2
4234,Mysore Road,1568.0,2.0,100.0,3
4235,Mysore Road,1560.0,2.0,83.3,3
4236,Mysore Road,1175.0,2.0,70.5,2
4237,Mysore Road,1080.0,2.0,60.0,3
4238,Mysore Road,883.0,2.0,37.0,2
4239,NGR Layout,1020.0,2.0,45.9,2
4240,NGR Layout,1105.0,2.0,49.73,2
4241,NGR Layout,1022.0,2.0,45.9,2
4242,NGR Layout,1020.0,2.0,45.0,2
4243,NGR Layout,1019.0,2.0,45.9,2
4244,NGR Layout,1020.0,2.0,46.0,2
4245,NGR Layout,1021.0,2.0,46.0,2
4246,NGR Layout,1021.0,2.0,45.9,2
4247,NRI Layout,1565.0,2.0,75.0,3
4248,NRI Layout,2500.0,5.0,130.0,5
4249,NRI Layout,1125.0,2.0,45.56,2
4250,NRI Layout,2150.0,4.0,115.0,4
4251,NRI Layout,1250.0,2.0,75.0,2
4252,NRI Layout,1789.0,3.0,75.0,3
4253,NRI Layout,1731.0,3.0,64.11,3
4254,NRI Layout,2400.0,2.0,125.0,2
4255,Nagarbhavi,1350.0,3.0,150.0,3
4256,Nagarbhavi,1200.0,2.0,150.0,2
4257,Nagarbhavi,2400.0,3.0,160.0,3
4258,Nagarbhavi,884.0,2.0,36.0,1
4259,Nagarbhavi,1055.0,2.0,55.0,2
4260,Nagarbhavi,1223.0,2.0,60.0,2
4261,Nagarbhavi,956.0,2.0,49.0,2
4262,Nagarbhavi,1200.0,2.0,150.0,2
4263,Nagarbhavi,1145.0,2.0,40.0,2
4264,Nagarbhavi,300.0,1.0,20.0,1
4265,Nagarbhavi,1250.0,3.0,175.0,4
4266,Nagarbhavi,710.0,2.0,40.0,1
4267,Nagarbhavi,1212.0,2.0,50.0,2
4268,Nagarbhavi,1020.0,2.0,55.0,2
4269,Nagarbhavi,1120.0,2.0,53.0,2
4270,Nagarbhavi,1146.0,2.0,50.0,2
4271,Nagarbhavi,1190.0,2.0,63.0,2
4272,Nagarbhavi,1050.0,2.0,80.0,2
4273,Nagarbhavi,2500.0,3.0,180.0,5
4274,Nagarbhavi,1250.0,3.0,170.0,2
4275,Nagarbhavi,1400.0,2.0,135.0,3
4276,Nagarbhavi,1100.0,2.0,46.2,2
4277,Nagarbhavi,1080.0,2.0,49.0,2
4278,Nagarbhavi,1800.0,3.0,180.0,4
4279,Nagarbhavi,1225.0,2.0,58.0,2
4280,Nagasandra,980.0,2.0,48.0,2
4281,Nagasandra,2400.0,4.0,145.0,4
4282,Nagasandra,7000.0,8.0,450.0,4
4283,Nagasandra,1650.0,3.0,95.0,3
4284,Nagasandra,1500.0,2.0,91.0,2
4285,Nagavara,400.0,1.0,14.0,1
4286,Nagavara,2172.65,3.0,120.0,4
4287,Nagavara,2319.0,3.0,180.0,3
4288,Nagavara,2430.0,4.0,180.0,3
4289,Nagavara,936.0,2.0,40.2,2
4290,Nagavara,1125.0,2.0,44.5,2
4291,Nagavara,1315.0,2.0,70.0,2
4292,Nagavara,1077.0,2.0,50.0,2
4293,Nagavara,2496.0,4.0,125.0,4
4294,Nagavara,1110.0,2.0,44.95,2
4295,Nagavara,1247.0,2.0,58.56,2
4296,Nagavarapalya,1392.0,2.0,99.0,2
4297,Nagavarapalya,705.0,1.0,52.5,1
4298,Nagavarapalya,1300.0,3.0,80.0,3
4299,Nagavarapalya,705.0,1.0,57.0,1
4300,Nagavarapalya,705.0,1.0,55.0,1
4301,Nagavarapalya,705.0,1.0,57.0,1
4302,Nagavarapalya,1335.0,2.0,110.0,2
4303,Nagavarapalya,1260.0,2.0,85.5,2
4304,Narayanapura,1308.0,2.0,89.04,2
4305,Narayanapura,1566.0,3.0,83.3,3
4306,Narayanapura,1485.0,3.0,85.0,3
4307,Narayanapura,1302.0,2.0,69.1,2
4308,Narayanapura,1308.0,2.0,89.04,2
4309,Narayanapura,2357.0,3.0,135.0,3
4310,Narayanapura,2357.0,3.0,135.0,3
4311,Narayanapura,1469.0,2.0,99.14,2
4312,Neeladri Nagar,1053.0,2.0,45.0,2
4313,Neeladri Nagar,1363.0,2.0,68.0,2
4314,Neeladri Nagar,2556.0,3.0,133.0,3
4315,Neeladri Nagar,674.0,1.0,21.0,1
4316,Neeladri Nagar,527.0,1.0,26.0,1
4317,Neeladri Nagar,1167.0,2.0,38.0,3
4318,Neeladri Nagar,1060.0,2.0,35.0,2
4319,Neeladri Nagar,640.0,1.0,20.5,1
4320,Neeladri Nagar,4000.0,12.0,160.0,10
4321,Neeladri Nagar,1105.0,2.0,30.0,2
4322,Neeladri Nagar,1100.0,2.0,30.0,2
4323,Neeladri Nagar,2111.0,3.0,103.0,3
4324,Nehru Nagar,1775.0,3.0,110.0,3
4325,Nehru Nagar,2363.0,5.0,120.0,4
4326,Nehru Nagar,2342.0,3.0,115.0,4
4327,Nehru Nagar,967.0,2.0,41.1,2
4328,Nehru Nagar,1374.0,3.0,72.0,3
4329,Nehru Nagar,1674.0,3.0,90.0,3
4330,Nehru Nagar,1269.0,2.0,63.0,3
4331,Nehru Nagar,1100.0,2.0,50.0,2
4332,Nehru Nagar,1674.0,3.0,81.0,3
4333,OMBR Layout,2420.0,3.0,185.0,3
4334,OMBR Layout,1078.0,2.0,65.0,2
4335,OMBR Layout,1101.0,2.0,65.5,2
4336,OMBR Layout,1041.0,2.0,65.5,2
4337,OMBR Layout,1300.0,2.0,80.0,2
4338,OMBR Layout,1085.0,2.0,64.0,2
4339,OMBR Layout,1855.0,3.0,145.0,3
4340,OMBR Layout,1050.0,2.0,48.0,2
4341,OMBR Layout,1165.0,2.0,88.5,2
4342,OMBR Layout,1101.0,2.0,66.0,2
4343,OMBR Layout,3400.0,4.0,275.0,4
4344,Old Airport Road,2732.0,4.0,204.0,4
4345,Old Airport Road,3356.0,4.0,251.0,4
4346,Old Airport Road,1206.0,2.0,75.0,2
4347,Old Airport Road,2774.0,4.0,207.0,4
4348,Old Airport Road,2690.0,4.0,191.0,4
4349,Old Airport Road,2690.0,4.0,199.0,4
4350,Old Airport Road,1655.0,2.0,97.65,2
4351,Old Airport Road,1075.0,2.0,60.0,2
4352,Old Airport Road,1858.0,2.0,167.0,3
4353,Old Airport Road,1150.0,2.0,90.0,2
4354,Old Airport Road,2690.0,4.0,191.0,4
4355,Old Airport Road,2658.0,5.0,187.0,4
4356,Old Airport Road,946.0,2.0,58.0,2
4357,Old Airport Road,2774.0,4.0,208.0,4
4358,Old Airport Road,2774.0,4.0,208.0,4
4359,Old Airport Road,3200.0,4.0,280.0,4
4360,Old Airport Road,2690.0,4.0,201.0,4
4361,Old Airport Road,1145.0,2.0,75.0,2
4362,Old Airport Road,2732.0,4.0,194.0,4
4363,Old Airport Road,2658.0,5.0,189.0,4
4364,Old Airport Road,2774.0,4.0,197.0,4
4365,Old Airport Road,3496.0,4.0,262.0,4
4366,Old Airport Road,2774.0,4.0,197.0,4
4367,Old Airport Road,2732.0,4.0,204.0,4
4368,Old Airport Road,1798.0,3.0,150.0,3
4369,Old Airport Road,2774.0,4.0,208.0,4
4370,Old Airport Road,1184.0,2.0,78.0,2
4371,Old Airport Road,3504.0,4.0,262.0,4
4372,Old Airport Road,1055.0,2.0,75.0,2
4373,Old Madras Road,1425.0,2.0,94.0,3
4374,Old Madras Road,3715.0,6.0,224.5,4
4375,Old Madras Road,935.0,2.0,45.0,2
4376,Old Madras Road,1720.0,3.0,100.0,3
4377,Old Madras Road,1200.0,2.0,72.0,2
4378,Old Madras Road,1225.0,2.0,53.55,2
4379,Old Madras Road,1100.0,2.0,70.0,2
4380,Old Madras Road,2760.0,5.0,157.0,3
4381,Old Madras Road,1171.0,2.0,75.0,2
4382,Old Madras Road,935.0,2.0,45.0,2
4383,Old Madras Road,4500.0,7.0,294.0,5
4384,Old Madras Road,1065.0,2.0,47.86,2
4385,Old Madras Road,2010.0,3.0,125.0,4
4386,Old Madras Road,1480.0,2.0,84.0,3
4387,Old Madras Road,2990.0,5.0,210.0,3
4388,Old Madras Road,1210.0,2.0,74.0,2
4389,Old Madras Road,1171.0,2.0,72.0,2
4390,Old Madras Road,1480.0,3.0,95.0,3
4391,Old Madras Road,1210.0,2.0,80.0,2
4392,Old Madras Road,1859.0,3.0,121.0,3
4393,Old Madras Road,2990.0,5.0,173.0,3
4394,Old Madras Road,2300.0,3.0,142.0,3
4395,Old Madras Road,1210.0,2.0,80.0,2
4396,Old Madras Road,1210.0,2.0,77.0,2
